,dataset,ensemble,alpha,threshold,Labels,Time,n_clusters,real_n,accuracy,F1_score
241,varied,GMM_Voting,0.3,0.25,"[1 1 1 1 0 1 1 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1
 0 1 0 1 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1 0 1 0
 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 0 0 0 1 0 1 1 1 1 0 1 1 1 0 1
 1 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 1 0
 0 1 1 1 0 0 1 0 0 0 1 1 1 0 1 0 1 1 0 1 1 0 0 1 1 1 1 0 0 0 1 1 0 0 1 1 1
 1 1 1 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0 0 0 0 1 1 1
 0 1 1 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 1 0 1 1 0 0 1 1 0
 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 0 0
 1 1 0 0 0 1 0 1 0 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1 1 0 1 0 1 1 0 1 0 1 1
 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1
 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0
 0 1 1 0 0 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1
 1 0 1 1 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 0 0
 1 0 1 0 1 1 1 0 1 0 1 1 0 1 0 1 1 0 1]",0.4733133316,2,3,0.622,0.5131159382
242,varied,GMM_Pair,0.3,0.25,"[3 3 2 3 0 0 3 0 0 0 0 0 3 0 2 3 2 3 3 0 3 2 0 0 0 2 3 0 2 3 0 3 3 2 2 0 0
 0 0 0 2 2 3 0 0 3 0 3 3 1 3 2 0 2 3 0 3 3 0 3 0 3 3 2 0 0 3 3 0 2 0 0 3 0
 1 2 3 3 2 3 0 2 3 2 3 1 3 1 3 0 0 0 0 0 0 2 0 0 0 3 0 3 3 3 3 0 3 0 2 0 2
 3 3 3 2 0 3 0 0 0 0 2 2 2 0 0 2 3 3 2 0 2 1 0 3 0 0 1 0 3 2 3 0 2 0 0 3 0
 0 2 3 0 0 0 3 0 0 0 3 3 2 0 2 0 3 3 0 0 1 0 0 3 2 3 3 0 0 0 3 2 0 0 3 2 0
 2 3 0 3 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 3 0 0 3 2 2 0 0 0 3 3 0 0 0 0 2 2 2
 0 3 2 2 0 3 3 2 3 0 0 0 0 3 3 0 0 2 0 3 0 0 3 0 3 3 3 2 2 0 2 3 0 0 3 3 0
 0 2 3 0 3 2 3 1 3 0 3 0 3 2 2 2 0 2 0 0 3 2 2 0 3 2 3 2 0 0 2 2 0 3 3 0 0
 3 3 0 0 0 2 0 3 0 1 0 1 3 0 2 2 0 0 0 0 3 0 3 0 0 3 3 0 2 0 2 3 0 3 0 3 2
 3 3 3 3 3 0 0 0 0 3 2 3 0 0 0 0 2 3 2 2 3 0 3 3 2 1 1 1 0 0 3 3 0 0 3 0 3
 2 3 2 3 0 3 2 3 2 0 2 0 1 2 3 0 0 3 0 2 2 0 0 2 3 2 0 3 3 0 3 2 1 2 1 2 0
 0 2 3 0 0 0 3 2 3 3 3 0 0 0 0 2 0 2 3 0 3 0 0 0 0 0 1 2 3 2 2 0 2 0 0 3 2
 2 0 3 2 3 0 0 3 0 0 0 3 0 3 0 2 0 3 1 0 0 0 3 0 3 3 2 0 3 0 2 1 1 3 3 0 0
 2 0 0 0 2 3 2 0 2 0 3 3 0 0 0 3 0 0 3]",0.1500861645,4,3,0.336,0.2178799824
243,varied,MM,0.3,0.25,"[2 2 2 2 1 1 2 1 1 1 1 1 2 1 2 2 2 2 2 1 2 2 1 1 1 2 2 1 2 2 1 2 2 2 3 1 1
 1 1 1 2 2 2 1 1 2 1 2 2 2 2 2 1 2 2 1 2 2 1 2 1 2 2 2 1 1 2 2 1 3 1 1 2 1
 2 2 2 2 3 2 1 2 2 3 2 2 2 2 2 1 1 1 1 1 1 3 1 1 1 2 1 2 2 2 2 1 2 1 2 1 2
 2 2 2 2 1 2 1 1 1 1 2 2 2 1 1 2 2 2 2 1 2 2 1 2 1 1 2 1 2 2 2 1 2 1 1 2 1
 1 2 2 1 1 1 2 1 1 1 2 2 2 1 4 1 2 2 1 1 2 1 1 2 2 2 2 1 1 1 2 2 1 1 2 2 1
 2 2 1 2 1 1 1 1 2 1 1 1 1 1 3 1 1 1 1 2 1 1 2 2 2 1 1 1 2 2 1 1 1 1 2 2 2
 1 2 2 2 1 2 2 4 2 1 1 1 1 2 2 1 1 2 1 2 1 1 2 1 2 2 2 2 2 1 2 2 1 1 2 2 1
 1 2 2 1 2 2 2 2 2 1 2 1 2 2 2 3 1 2 1 1 2 3 3 1 2 3 2 3 1 1 3 3 1 2 2 1 1
 2 2 1 1 1 2 1 2 1 2 1 2 2 1 2 2 1 1 1 1 2 1 2 1 1 2 2 1 2 1 2 2 1 2 1 2 3
 2 2 2 2 2 1 1 1 1 2 2 2 1 1 1 1 2 2 2 2 2 1 2 2 2 2 2 2 1 1 2 2 1 1 2 1 2
 2 2 2 2 1 2 3 2 2 1 2 1 2 2 2 1 1 2 1 4 2 1 1 2 2 2 1 2 2 1 2 2 2 4 2 2 1
 1 2 2 1 1 1 2 2 2 2 2 1 1 1 1 2 1 2 2 1 2 1 1 1 1 1 2 2 2 3 3 1 4 1 1 2 2
 2 1 2 2 2 1 1 2 1 1 1 2 1 2 1 2 1 2 2 1 1 1 2 1 2 2 2 1 2 1 2 2 2 2 2 1 1
 2 1 1 1 2 2 2 1 3 1 2 2 1 1 1 2 1 1 2]",110.8569641113,4,3,0.44,0.2130160747
244,varied,Voting,0.3,0.25,"[0 0 0 0 1 1 0 1 1 1 1 1 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 1
 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 1 1 0 1
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 0 0 0 1 0 1 0 1 0
 0 0 0 0 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 0 1
 1 0 0 1 1 1 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 1 1 1 0 0 1 1 0 0 1
 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0
 1 0 0 0 1 0 0 0 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1
 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 1
 0 0 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0
 0 0 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 1 0
 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1
 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 0 0 0 0 0 1 0 1 1 0 0
 0 1 0 0 0 1 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 1
 0 1 1 1 0 0 0 1 0 1 0 0 1 1 1 0 1 1 0]",0.0036342144,2,3,0.108,0.0927835052
245,varied,Graph,0.3,0.25,"[0 0 1 0 2 3 0 3 3 3 3 3 0 3 1 0 1 0 0 3 0 1 2 3 3 1 0 3 1 0 3 0 0 1 0 3 3
 3 3 3 1 1 0 3 2 0 2 0 0 0 0 1 2 1 0 3 0 0 2 0 3 0 0 1 3 2 0 0 3 3 3 3 0 3
 0 1 0 0 3 0 2 1 0 0 0 0 0 0 0 3 3 3 2 2 2 0 2 3 3 0 2 0 0 0 0 2 0 3 1 3 1
 0 0 0 1 3 0 2 2 2 2 1 1 1 3 2 1 0 0 1 2 1 0 3 0 2 2 0 3 0 1 0 3 1 3 3 0 2
 3 1 0 3 3 2 0 3 2 2 0 0 1 2 1 3 0 0 2 3 0 3 3 0 1 0 0 2 2 3 0 1 3 3 0 1 3
 1 0 3 0 3 3 3 3 1 3 3 3 3 3 3 2 3 3 2 0 2 3 0 1 1 2 3 3 0 0 3 2 2 3 1 1 1
 3 0 1 1 3 0 0 1 0 3 3 2 2 0 0 2 2 1 3 0 3 2 0 2 0 0 0 1 1 2 1 0 3 3 0 0 2
 3 1 0 2 0 1 0 0 0 2 0 2 0 1 1 0 2 1 3 3 0 0 3 3 0 0 0 0 2 3 3 0 3 0 0 2 2
 0 0 2 3 3 1 3 0 2 0 3 0 0 3 1 1 2 3 3 3 0 3 0 3 3 0 0 2 1 2 1 0 2 0 3 0 0
 0 0 0 0 0 3 2 3 3 0 1 0 3 2 2 2 1 0 1 1 0 2 0 0 1 0 0 0 3 2 0 0 3 3 0 2 0
 1 0 1 0 3 0 0 0 1 3 1 2 0 1 0 2 2 0 3 1 1 2 2 1 0 1 3 0 0 3 0 1 0 1 0 1 3
 3 1 0 3 3 3 0 1 0 0 0 3 3 2 3 1 3 1 0 3 0 3 2 2 3 2 0 1 0 0 3 3 1 3 3 0 1
 1 2 0 1 0 3 2 0 2 2 2 0 3 0 3 1 3 0 0 3 3 3 0 3 0 0 1 3 0 3 1 0 0 0 0 3 2
 1 3 3 3 1 0 1 3 0 2 0 0 3 3 2 0 3 3 0]",0.5653221607,4,3,0.174,0.1712598425
246,aniso,GMM_MCA,0.3,0.25,"[0 0 1 0 1 1 0 0 0 1 0 1 0 1 1 0 1 0 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0
 0 1 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1
 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 1 0 0 0 0 1 0 0 1 1 1
 0 0 0 1 1 0 0 0 1 1 1 1 1 1 0 1 0 0 1 0 1 0 0 0 1 1 0 1 0 1 0 1 1 1 0 0 0
 1 1 0 1 1 0 0 1 1 1 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 0 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1
 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 0 1 0 1 1 0 0 0
 0 1 0 1 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 0 0 0 1
 0 0 1 1 1 1 1 0 1 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 1 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0
 1 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 1
 1 1 0 0 1 1 0 1 0 0 0 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 1 0 0 1 0 1 1 0 0 1
 1 0 0 1 0 1 1 0 1 0 1 0 0 0 1 1 0 0 0 1 1 1 0 1 0 0 1 1 0 1 1 0 0 0 0 1 0
 1 1 0 1 1 0 1 1 0 1 0 0 1 1 0 0 1 1 0]",26.620182991,2,3,0.34,0.2714620905
247,aniso,GMM_Voting,0.3,0.25,"[0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1
 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1
 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1
 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1
 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1
 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 0
 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1
 1 1 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1 1 0 1 1 1 1 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0]",0.4634842873,2,3,0.334,0.1946386946
248,aniso,GMM_Pair,0.3,0.25,"[1 3 0 1 3 0 1 3 3 0 3 0 1 0 0 1 0 1 1 0 3 0 3 0 0 0 3 3 0 3 0 3 3 0 0 0 3
 3 0 3 0 0 3 0 3 1 3 3 1 1 1 0 3 0 3 3 1 1 3 2 0 1 1 0 0 3 1 3 0 0 3 0 3 3
 1 0 3 3 0 1 3 0 3 3 1 1 1 1 3 3 3 3 3 3 3 3 3 0 0 0 0 2 1 1 3 3 1 3 0 0 0
 1 3 1 0 0 1 3 3 3 3 0 0 0 0 3 0 1 1 0 3 0 3 3 1 3 3 3 0 3 0 1 0 0 0 3 1 3
 0 0 3 0 3 3 1 0 3 3 3 1 0 3 0 0 2 1 3 3 1 0 0 1 0 3 3 3 3 3 3 0 3 0 3 0 3
 0 3 0 1 0 0 3 3 0 0 0 3 0 0 3 3 0 0 3 3 3 3 3 0 0 3 0 0 1 1 0 3 3 3 0 0 0
 3 3 0 0 0 3 2 0 3 0 3 3 3 1 3 3 3 0 3 3 3 3 1 3 3 1 1 0 0 3 0 1 0 0 3 3 3
 3 0 3 3 1 0 1 2 1 3 3 3 3 0 0 3 3 0 0 3 3 0 0 0 3 0 1 0 3 3 0 0 3 3 1 3 3
 3 3 3 3 0 0 3 3 3 3 3 3 1 3 0 0 3 0 3 0 3 3 2 3 0 1 3 3 0 3 0 3 3 3 3 3 3
 2 2 3 3 1 3 3 0 0 1 0 3 0 3 3 3 0 1 0 0 3 3 3 2 0 2 3 1 0 3 3 3 0 0 1 3 1
 0 1 0 1 3 2 3 2 0 0 0 0 3 0 3 3 3 2 0 0 0 3 3 0 2 0 3 3 3 3 2 0 1 0 1 0 0
 0 0 2 3 3 3 3 0 1 2 2 3 0 3 0 0 0 0 1 0 3 0 3 3 3 3 0 0 3 0 0 3 0 3 3 3 0
 0 3 3 0 2 0 3 2 3 3 3 3 3 1 3 0 3 2 2 3 3 0 1 3 1 2 0 3 2 3 0 3 3 1 3 3 3
 0 3 3 0 0 3 0 0 3 3 3 3 0 0 3 1 0 0 1]",0.107779026,4,3,0.142,0.1314718482
249,aniso,MM,0.3,0.25,"[4 2 1 4 3 1 4 2 3 1 3 1 4 1 1 4 1 4 4 1 2 1 3 1 1 1 2 3 1 2 1 2 2 1 1 1 3
 3 1 3 1 1 2 1 3 4 3 2 4 4 4 1 2 1 2 3 4 4 3 4 1 4 4 1 1 3 4 2 1 1 3 1 2 3
 4 1 2 2 1 4 3 1 2 3 4 4 4 4 2 3 3 3 3 3 2 3 3 1 1 1 1 4 4 4 2 3 4 3 1 1 1
 4 2 4 1 1 4 3 3 3 3 1 1 1 1 3 1 4 4 1 3 1 2 3 4 3 3 2 1 2 1 4 1 1 1 3 4 3
 1 1 2 1 3 3 4 1 3 3 2 4 1 3 1 1 4 4 3 3 4 1 1 4 1 2 2 3 3 3 2 1 3 1 2 1 3
 1 3 1 4 1 1 3 3 1 1 1 3 1 1 3 3 1 1 3 2 3 3 2 1 1 3 1 1 4 4 1 3 3 3 1 1 1
 3 2 1 1 1 2 4 1 2 1 3 3 3 4 2 3 3 1 3 2 3 3 4 3 2 4 4 1 1 3 1 4 1 1 3 2 3
 3 1 2 3 4 1 4 4 4 3 2 3 2 1 1 3 3 1 1 3 3 1 1 1 2 1 4 1 3 3 1 1 3 2 4 3 3
 3 2 3 3 1 1 3 2 3 2 3 2 4 3 1 1 2 1 3 1 2 3 4 3 1 4 2 3 1 3 1 2 3 2 3 2 3
 4 4 2 2 4 3 3 1 1 4 1 2 1 3 3 3 1 4 1 1 2 3 2 4 1 4 2 4 1 3 2 2 1 1 4 3 4
 1 4 1 4 3 4 3 4 1 1 1 1 2 1 2 3 3 4 1 1 1 3 3 1 4 1 3 2 2 3 4 1 4 1 4 1 1
 1 1 4 3 3 3 2 1 4 4 4 3 1 3 1 1 1 1 4 1 2 1 3 3 3 3 1 1 2 1 1 3 1 3 3 3 1
 1 3 2 1 4 1 3 4 3 3 3 2 3 4 3 1 3 4 4 3 3 1 4 3 4 4 1 3 4 3 1 2 2 4 2 3 3
 1 3 3 1 1 2 1 1 3 3 2 2 1 1 3 4 1 1 4]",122.0168554783,4,3,0.402,0.2685181626
250,aniso,Voting,0.3,0.25,"[1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 2 0 1 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0
 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0
 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 2 0
 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1
 0 1 0 1 0 1 0 1 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 1 0 1 0 1 0 0
 0 0 1 0 0 0 2 0 1 1 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 2 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0034577847,3,3,0.352,0.2320358623
251,aniso,Graph,0.3,0.25,"[1 0 3 1 0 2 1 2 2 2 2 2 1 2 3 1 3 1 1 3 0 3 0 3 2 3 0 0 2 0 2 0 0 2 3 2 0
 2 3 2 3 2 0 2 2 1 0 0 1 1 1 3 2 2 0 2 1 1 0 1 2 1 1 3 2 0 1 0 2 2 0 2 0 2
 1 3 0 0 3 1 0 3 0 2 1 1 1 1 0 2 2 0 2 0 2 0 0 2 2 3 2 1 1 1 0 0 1 0 3 3 2
 1 0 1 3 2 1 0 2 2 0 2 2 3 2 2 3 1 1 3 0 2 0 2 1 0 2 0 2 0 2 1 2 2 2 2 1 0
 2 2 0 3 0 2 1 2 2 2 0 1 2 2 3 2 1 1 0 2 1 2 3 1 3 0 0 2 0 0 0 3 2 2 0 2 0
 3 2 3 1 2 2 2 2 2 2 3 2 2 2 2 2 2 2 0 0 2 0 0 2 3 2 2 2 1 1 2 2 2 2 2 2 3
 2 0 2 2 2 2 1 3 0 2 0 2 0 1 0 2 2 3 2 0 2 2 1 2 0 1 1 2 3 2 2 1 2 2 2 0 2
 2 3 0 0 1 3 1 1 1 0 0 0 0 3 2 0 2 2 2 0 0 3 2 3 0 2 1 2 2 2 3 2 2 0 1 0 2
 2 0 2 0 2 2 2 0 2 0 0 0 1 2 2 3 2 3 0 2 0 2 1 2 2 1 0 0 3 0 3 0 2 0 0 0 2
 1 1 0 0 1 0 2 2 2 1 2 0 2 0 0 0 3 1 2 3 0 0 0 1 3 1 0 1 2 0 0 0 2 3 1 0 1
 2 1 3 1 2 1 0 1 2 2 3 2 0 3 0 0 2 1 2 2 2 2 0 3 1 2 0 0 0 2 1 2 1 3 1 2 3
 2 2 1 2 0 0 0 3 1 1 1 2 2 2 3 2 2 3 1 2 0 3 0 2 0 2 2 3 0 2 3 0 2 0 2 0 3
 2 2 0 3 1 2 2 1 0 0 0 0 2 1 0 2 2 1 1 0 0 2 1 0 1 1 3 0 1 0 3 0 0 1 0 0 0
 2 2 2 2 2 0 3 2 2 2 0 0 2 2 0 1 2 2 1]",0.5648880005,4,3,0.114,0.0919354839
252,blobs,GMM_MCA,0.3,0.25,"[1 0 0 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0 0 1 1 1 0 1 1 0
 1 1 0 1 0 1 0 1 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 0
 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 0
 0 1 0 1 0 1 0 0 1 0 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 0 1
 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1
 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 1 0 0 1 0 0 1 1 0 1 1
 1 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 0 1 1
 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 0 0 1 1 0 1 0 1
 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 0 1 1 0 1 1 1
 0 1 1 1 0 1 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 0 1 1 1
 0 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1
 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0
 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 0 0 0 0 1 1 1 0 1
 0 1 1 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 1]",25.2946522236,2,3,0.668,0.556
253,blobs,GMM_Voting,0.3,0.25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.4571547508,1,3,0.334,0.1669165417
